InvoiceID,CustomerID,Product,Quantity,Price,InvoiceDate,Country
INV-101441,45420,Running Shoes,6,104.79,2024-12-26 23:31:40.641727,United States
INV-101442,11924,Casual Sneakers,7,124.32,2025-11-07 20:39:16.641727,United States
INV-101443,44112,Running Shoes,1,105.51,2025-01-19 17:57:43.641727,Australia
INV-101444,45275,Formal Shirt,-2,37.69,2025-11-30 18:22:38.641727,United Kingdom
INV-101445,47654,Bluetooth Headphones,1,153.53,2025-10-09 10:48:26.641727,Spain
INV-101446,16359,Sunglasses,3,28.29,2025-12-12 04:52:11.641727,United States
INV-101447,21637,Jacket,3,201.58,2024-11-04 04:51:21.641727,United States
INV-101448,39163,Smartphone,5,308.97,2024-06-16 11:59:37.641727,United Kingdom
INV-101449,48155,Formal Shirt,7,44.81,2024-11-18 14:43:35.641727,Germany
INV-101450,12611,Coffee Maker,6,124.76,2025-09-02 06:36:47.641727,United Kingdom
INV-101451,45049,Bluetooth Headphones,1,81.25,2025-07-29 06:57:44.641727,Australia
INV-101452,38811,Backpack,2,56.49,2025-09-03 20:27:14.641727,United Kingdom
INV-101453,13111,Sports Watch,2,155.48,2026-04-02 21:04:47.641727,United States
INV-101454,32536,T-Shirt,2,23.36,2024-09-18 19:21:03.641727,United Kingdom
INV-101455,34761,Running Shoes,3,71.82,2025-02-25 22:25:11.641727,India
INV-101456,22917,Formal Shirt,5,67.77,2025-03-31 20:56:20.641727,Spain
INV-101457,77670,Jeans,6,65.87,2024-07-25 15:28:29.641727,Spain
INV-101458,16513,Sports Watch,7,258.31,2025-08-04 06:15:49.641727,France
INV-101459,62014,T-Shirt,5,9.48,2024-05-13 09:28:39.641727,Australia
INV-101460,69879,Wireless Mouse,3,-38.49,2026-01-22 17:48:32.641727,United Kingdom
INV-101461,82554,Bluetooth Headphones,2,105.45,2024-06-11 04:43:10.641727,Canada
INV-101462,59101,Casual Sneakers,3,70.24,2024-06-27 07:07:46.641727,Canada
INV-101463,,T-Shirt,6,26.29,2024-08-12 09:45:07.641727,United Kingdom
INV-101464,,Smartphone,7,322.93,2026-01-18 23:41:55.641727,United Kingdom
INV-101465,86866,Smartphone,3,448.25,2025-12-27 13:27:59.641727,France
INV-101466,28985,Jeans,2,76.63,2026-02-10 01:11:05.641727,United Kingdom
INV-101467,81645,Formal Shirt,1,28.83,2025-12-06 22:56:02.641727,United States
INV-101468,51612,Laptop,1,991.1,2026-02-10 22:07:08.641727,Germany
INV-101469,18845,Casual Sneakers,5,106.83,2025-03-17 19:55:04.641727,United Kingdom
INV-101470,65117,Sports Watch,5,349.67,2024-04-11 05:10:55.641727,Spain
INV-101471,97929,Casual Sneakers,5,49.89,2025-02-21 11:41:18.641727,France
INV-101472,22663,Casual Sneakers,1,57.03,2024-09-16 00:22:23.641727,Netherlands
INV-101473,11327,Jacket,4,131.38,2024-10-03 08:51:22.641727,Germany
INV-101474,92485,Jacket,2,154.85,2025-08-25 07:05:28.641727,Germany
INV-101475,63714,Jacket,3,132.6,2024-08-07 11:46:46.641727,France
INV-101476,29718,Jeans,5,70.29,2024-11-28 13:21:20.641727,Australia
INV-101477,81325,Desk Lamp,2,61.09,2025-01-19 07:58:07.641727,Germany
INV-101478,45430,Jacket,5,211.93,2024-05-22 06:39:14.641727,Spain
INV-101479,39870,Jacket,3,115.98,2025-09-01 15:31:52.641727,Canada
INV-101480,36082,Jeans,4,36.42,2025-10-16 15:13:11.641727,Netherlands
INV-101481,63870,Running Shoes,4,88.01,2025-05-20 09:08:27.641727,United States
INV-101482,22108,Bluetooth Headphones,3,53.52,2024-04-28 13:24:35.641727,United Kingdom
INV-101483,42590,Formal Shirt,1,43.65,2025-11-03 05:35:07.641727,Netherlands
INV-101484,37456,Smartphone,5,1078.94,2025-02-27 06:46:06.641727,Italy
INV-101485,15455,Running Shoes,-2,98.38,2024-10-19 02:59:36.641727,Italy
INV-101486,78683,Desk Lamp,5,-26.48,2026-02-28 10:00:28.641727,Spain
INV-101487,10761,Jeans,6,61.58,2025-12-26 01:00:05.641727,United Kingdom
INV-101488,96373,Backpack,6,89.42,2025-02-23 01:21:13.641727,Canada
INV-101489,18537,Jacket,1,90.11,2025-02-25 06:36:14.641727,Netherlands
INV-101490,42240,Running Shoes,6,152.23,2026-02-02 08:44:23.641727,India
INV-101491,18856,Coffee Maker,2,153.5,2024-08-25 05:18:30.641727,Italy
INV-101492,43018,Smartphone,5,631.27,2025-01-31 06:13:44.641727,Germany
INV-101493,64979,Wireless Mouse,7,44.84,2025-05-29 01:57:23.641727,Spain
INV-101494,17873,Jeans,7,55.27,2024-12-16 18:24:55.641727,Netherlands
INV-101495,57327,Smartphone,3,499.21,2024-11-24 02:18:33.641727,United States
INV-101496,79468,Backpack,6,48.68,2024-06-25 01:49:17.641727,France
INV-101497,50991,Smartphone,5,340.53,2024-10-19 09:37:06.641727,United States
INV-101498,20119,T-Shirt,1,27.09,2024-12-25 02:13:38.641727,United Kingdom
INV-101499,72272,Smartphone,2,1037.73,2025-12-10 01:17:32.641727,Italy
INV-101500,26783,Smartphone,7,542.03,2024-12-09 16:28:40.641727,Germany
INV-101501,11514,Sports Watch,7,289.6,2024-08-03 08:04:47.641727,Italy
INV-101502,49310,T-Shirt,-1,14.27,2025-12-16 16:03:05.641727,Germany
INV-101503,34388,Jeans,3,33.92,2024-12-20 12:04:05.641727,Canada
INV-101504,12562,Coffee Maker,3,129.54,2026-02-08 05:23:18.641727,Italy
INV-101505,79964,Jacket,6,81.46,2024-06-26 06:38:10.641727,Italy
INV-101506,63975,Wireless Mouse,1,53.44,2024-04-23 16:41:23.641727,Germany
INV-101507,91897,Jeans,7,44.02,2026-02-09 12:58:18.641727,India
INV-101508,53232,Formal Shirt,5,69.11,2024-06-18 09:55:37.641727,Germany
INV-101509,49449,Wireless Mouse,5,31.53,2024-04-13 22:15:31.641727,Canada
INV-101510,85835,Casual Sneakers,4,80.04,2025-07-21 05:50:14.641727,Germany
INV-101511,17333,Formal Shirt,7,65.03,2024-11-25 06:53:44.641727,United States
INV-101512,42549,Smartphone,6,734.75,2025-03-27 13:10:12.641727,Netherlands
INV-101513,81884,Wireless Mouse,1,22.65,2025-01-30 19:35:14.641727,Germany
INV-101514,36328,Backpack,4,79.23,2024-11-10 09:47:18.641727,United States
INV-101515,89664,T-Shirt,7,17.18,2025-03-24 22:11:28.641727,Germany
INV-101516,35562,Casual Sneakers,1,54.76,2024-10-14 10:02:47.641727,United Kingdom
INV-101517,47229,Sports Watch,6,233.92,2024-09-18 17:09:49.641727,India
INV-101518,90762,Casual Sneakers,2,99.53,2024-09-18 16:46:24.641727,Spain
INV-101519,31901,Formal Shirt,4,56.59,2024-07-03 04:05:04.641727,United Kingdom
INV-101520,97129,T-Shirt,7,30.56,2025-04-26 06:22:26.641727,Italy
INV-101521,13957,Jacket,4,146.63,2025-05-13 02:22:09.641727,Netherlands
INV-101522,33921,Backpack,1,34.11,2024-04-20 10:43:23.641727,Italy
INV-101523,63196,Wireless Mouse,1,25.87,2025-03-09 03:22:59.641727,Netherlands
INV-101524,63469,Laptop,6,701.68,2025-09-29 01:43:44.641727,United Kingdom
INV-101525,91887,Casual Sneakers,7,114.91,2024-04-08 14:54:15.641727,United States
INV-101526,96382,T-Shirt,3,10.86,2024-11-12 23:16:21.641727,Italy
INV-101527,71009,Jacket,7,156.93,2026-03-10 05:05:55.641727,Italy
INV-101528,69375,Casual Sneakers,4,101.71,2025-02-13 06:33:42.641727,Italy
INV-101529,38552,T-Shirt,1,29.21,2024-04-19 18:40:18.641727,United Kingdom
INV-101530,82507,T-Shirt,4,10.02,2025-04-27 10:25:45.641727,Canada
INV-101531,67859,Casual Sneakers,7,64.28,2025-02-01 13:46:41.641727,Germany
INV-101532,12166,Bluetooth Headphones,2,148.7,2024-09-08 23:29:41.641727,Spain
INV-101533,84885,Laptop,7,1644.47,2024-05-31 06:46:43.641727,United States
INV-101534,42369,Running Shoes,5,112.21,2026-01-12 18:56:42.641727,Italy
INV-101535,52824,Jacket,-3,179.63,2025-11-22 01:26:33.641727,India
INV-101536,53748,Wireless Mouse,5,59.83,2025-08-18 14:44:54.641727,United States
INV-101537,83776,Wireless Mouse,3,25.94,2024-04-20 13:38:12.641727,Canada
INV-101538,34113,Coffee Maker,1,165.22,2026-01-03 00:03:59.641727,Netherlands
INV-101539,45271,Jeans,7,32.61,2025-03-19 04:34:44.641727,United States
INV-101540,,Coffee Maker,3,176.65,2025-03-20 18:22:09.641727,United States
INV-101541,41365,Formal Shirt,4,29.89,2026-01-08 09:43:28.641727,Italy
INV-101542,17953,T-Shirt,6,15.19,2025-02-17 09:10:54.641727,United States
INV-101543,62468,Casual Sneakers,1,54.18,2024-09-27 02:45:03.641727,United Kingdom
INV-101544,90386,Jeans,6,81.26,2024-09-27 19:12:45.641727,Australia
INV-101545,51821,Jeans,3,93.9,2026-02-13 07:08:49.641727,Netherlands
INV-101546,92088,Formal Shirt,4,37.82,2025-05-10 10:04:40.641727,Italy
INV-101547,97939,Wireless Mouse,4,29.26,2025-06-04 06:55:43.641727,Netherlands
INV-101548,14842,T-Shirt,6,15.53,2025-06-14 16:42:01.641727,France
INV-101549,56474,T-Shirt,2,12.18,2024-09-15 16:50:13.641727,Italy
INV-101550,57544,Casual Sneakers,1,119.81,2025-02-08 05:31:56.641727,United Kingdom
INV-101551,44665,Jeans,3,29.25,2026-03-03 07:19:07.641727,United States
INV-101552,84741,T-Shirt,1,34.13,2024-07-22 19:34:37.641727,Netherlands
INV-101553,45543,T-Shirt,2,33.04,2026-03-03 02:54:52.641727,India
INV-101554,14967,Formal Shirt,5,27.11,2024-10-24 01:15:53.641727,Germany
INV-101555,59314,Wireless Mouse,6,40.06,2024-11-09 13:32:56.641727,India
INV-101556,28171,Sports Watch,5,447.36,2024-04-18 02:09:40.641727,Italy
INV-101557,41941,Jacket,3,196.42,2025-08-05 04:07:45.641727,Germany
INV-101558,55169,Smartphone,6,929.38,2024-11-26 15:47:09.641727,Germany
INV-101559,75060,Backpack,3,19.62,2025-03-09 01:06:26.641727,United Kingdom
INV-101560,,Desk Lamp,2,21.9,2025-06-05 15:22:19.641727,Netherlands
INV-101561,44259,Bluetooth Headphones,6,134.25,2025-07-14 15:32:49.641727,United Kingdom
INV-101562,,Backpack,4,45.1,2026-03-06 08:31:59.641727,Germany
INV-101563,44572,Sunglasses,3,85.19,2025-05-18 09:30:43.641727,United States
INV-101564,62220,Coffee Maker,5,140.88,2024-08-15 13:13:35.641727,India
INV-101565,65526,Jeans,6,54.55,2025-09-03 06:07:39.641727,United States
INV-101566,36391,Running Shoes,2,72.92,2024-05-18 04:12:47.641727,Germany
INV-101567,15476,Running Shoes,1,103.34,2025-12-14 11:50:38.641727,United States
INV-101568,61957,Jacket,4,-199.37,2024-11-09 23:50:54.641727,United Kingdom
INV-101569,68981,Jacket,1,112.97,2025-09-16 21:56:24.641727,United States
INV-101570,17665,Jeans,5,29.39,2024-07-31 03:34:13.641727,Canada
INV-101571,55446,Bluetooth Headphones,4,154.89,2025-01-29 13:48:35.641727,Netherlands
INV-101572,18557,Bluetooth Headphones,2,120.08,2025-08-28 09:58:03.641727,Germany
INV-101573,50771,Coffee Maker,5,111.13,2025-07-05 06:34:21.641727,Canada
INV-101574,67675,Casual Sneakers,3,123.77,2024-04-11 21:12:00.641727,United Kingdom
INV-101575,74732,Formal Shirt,3,44.67,2024-05-02 23:13:26.641727,Canada
INV-101576,74239,Coffee Maker,2,177.77,2026-03-24 17:15:58.641727,United Kingdom
INV-101577,78242,Backpack,5,79.75,2025-04-28 17:54:41.641727,Australia
INV-101578,31711,Desk Lamp,7,33.99,2025-12-23 07:45:17.641727,India
INV-101579,86162,Backpack,5,44.72,2024-05-30 18:19:18.641727,Canada
INV-101580,41470,Backpack,2,37.85,2025-03-31 21:01:24.641727,United Kingdom
INV-101581,43731,T-Shirt,6,25.8,2025-06-02 09:24:42.641727,France
INV-101582,80881,Jeans,1,69.75,2026-02-08 23:22:56.641727,Canada
INV-101583,39433,Formal Shirt,3,51.35,2025-09-08 10:00:36.641727,France
INV-101584,16738,Bluetooth Headphones,1,155.73,2025-07-10 04:04:27.641727,United States
INV-101585,74290,Sports Watch,6,254.74,2024-11-07 21:49:16.641727,Germany
INV-101586,69588,T-Shirt,1,29.16,2026-04-03 03:14:07.641727,United Kingdom
INV-101587,62361,Bluetooth Headphones,4,117.26,2024-12-02 20:55:52.641727,France
INV-101588,22895,T-Shirt,2,21.99,2024-10-27 20:23:57.641727,United Kingdom
INV-101589,66861,Casual Sneakers,2,49.0,2025-09-18 00:16:24.641727,Spain
INV-101590,27856,Formal Shirt,5,59.45,2026-04-05 10:16:13.641727,Germany
INV-101591,59996,Running Shoes,6,135.32,2025-12-24 04:38:38.641727,United Kingdom
INV-101592,55712,Sports Watch,1,126.2,2024-08-17 06:24:26.641727,United Kingdom
INV-101593,79541,Jeans,2,80.71,2025-11-23 21:59:22.641727,India
INV-101594,97891,Coffee Maker,3,100.05,2024-12-21 16:21:52.641727,France
INV-101595,27103,Laptop,7,1148.29,2024-09-16 17:36:57.641727,Spain
INV-101596,20323,Formal Shirt,1,69.44,2026-02-19 11:21:09.641727,Canada
INV-101597,60013,Casual Sneakers,2,77.62,2026-03-02 01:23:32.641727,Netherlands
INV-101598,95677,Coffee Maker,3,123.28,2025-01-03 04:22:32.641727,Germany
INV-101599,24229,Formal Shirt,3,57.07,2024-04-26 19:31:31.641727,Netherlands
INV-101600,53864,Sunglasses,-3,20.54,2024-09-07 20:48:28.641727,United States
INV-101601,46652,Casual Sneakers,4,85.17,2025-05-07 18:41:07.641727,France
INV-101602,38623,Smartphone,5,461.64,2024-05-21 02:41:19.641727,United States
INV-101603,69758,Coffee Maker,2,59.94,2024-09-20 12:17:57.641727,India
INV-101604,36593,Formal Shirt,5,59.3,2024-07-25 10:13:21.641727,France
INV-101605,54375,T-Shirt,1,8.31,2026-03-03 17:17:10.641727,United States
INV-101606,86085,Sports Watch,6,438.56,2024-12-22 23:59:21.641727,Netherlands
INV-101607,44162,Formal Shirt,2,43.72,2025-01-10 03:08:38.641727,United Kingdom
INV-101608,11899,Jeans,2,45.92,2025-02-09 04:27:37.641727,Germany
INV-101609,89646,Jeans,2,89.4,2024-04-17 04:44:48.641727,Australia
INV-101610,34705,Formal Shirt,7,49.2,2025-05-08 16:13:06.641727,Italy
INV-101611,79553,Wireless Mouse,4,44.56,2026-02-02 18:55:10.641727,Spain
INV-101612,78649,Wireless Mouse,5,48.88,2025-11-22 14:32:10.641727,Germany
INV-101613,57365,T-Shirt,2,31.53,2024-10-07 16:56:37.641727,Germany
INV-101614,17903,Coffee Maker,1,49.46,2024-04-17 11:30:10.641727,United Kingdom
INV-101615,95503,Formal Shirt,1,24.9,2025-10-24 05:57:00.641727,Netherlands
INV-101616,71277,Running Shoes,4,179.21,2025-12-12 16:49:45.641727,Netherlands
INV-101617,48192,Bluetooth Headphones,3,36.11,2026-02-09 13:21:28.641727,United Kingdom
INV-101618,86849,Desk Lamp,6,58.37,2025-06-03 01:52:59.641727,United Kingdom
INV-101619,80925,Running Shoes,6,131.38,2025-03-19 08:30:51.641727,United Kingdom
INV-101620,78426,Formal Shirt,3,53.15,2025-10-11 21:58:13.641727,United States
INV-101621,25114,Jacket,4,185.73,2025-08-24 15:59:17.641727,United Kingdom
INV-101622,66955,Coffee Maker,3,178.87,2025-10-12 06:45:02.641727,Germany
INV-101623,35721,Running Shoes,5,60.86,2024-11-01 06:35:57.641727,Germany
INV-101624,17063,Jeans,5,68.02,2026-01-27 00:35:08.641727,Germany
INV-101625,40427,Wireless Mouse,5,49.99,2024-05-04 19:47:56.641727,United Kingdom
INV-101626,19362,T-Shirt,1,16.26,2024-06-14 20:29:45.641727,France
INV-101627,19523,Casual Sneakers,3,129.82,2025-07-29 16:01:13.641727,Canada
INV-101628,75432,Formal Shirt,7,47.42,2025-05-29 21:25:21.641727,United States
INV-101629,55161,Jeans,3,36.51,2025-05-17 03:34:27.641727,United States
INV-101630,45808,Jacket,2,196.71,2026-01-31 06:40:19.641727,France
INV-101631,27303,Backpack,2,85.89,2026-01-03 09:53:44.641727,United States
INV-101632,79385,Smartphone,1,344.54,2025-09-14 16:58:09.641727,United States
INV-101633,67076,Laptop,6,2003.36,2024-08-05 21:45:26.641727,Germany
INV-101634,62702,Desk Lamp,1,30.26,2024-06-17 04:38:32.641727,Germany
INV-101635,27108,Jeans,5,25.47,2024-07-18 16:35:51.641727,Canada
INV-101636,21119,Jeans,3,43.24,2025-06-29 21:07:46.641727,Canada
INV-101637,21115,Sunglasses,1,104.77,2025-09-10 00:46:51.641727,Germany
INV-101638,12253,Formal Shirt,7,28.47,2025-11-12 14:23:17.641727,Germany
INV-101639,97216,Laptop,6,761.34,2024-06-21 23:05:27.641727,India
INV-101640,43096,Wireless Mouse,6,51.17,2024-10-25 08:03:11.641727,France
INV-101641,69240,Running Shoes,7,105.79,2024-12-10 10:43:29.641727,India
INV-101642,98400,Jeans,7,35.39,2025-07-13 09:45:22.641727,Italy
INV-101643,94279,Formal Shirt,5,33.8,2024-05-11 16:13:12.641727,United States
INV-101644,38852,Casual Sneakers,4,120.49,2025-12-12 04:29:48.641727,United States
INV-101645,54089,Jeans,5,68.63,2024-06-05 12:33:09.641727,United Kingdom
INV-101646,51673,T-Shirt,4,28.55,2025-04-25 02:37:25.641727,Canada
INV-101647,13006,Coffee Maker,2,44.67,2026-02-17 16:38:56.641727,United States
INV-101648,79145,Sunglasses,3,63.1,2024-08-27 10:38:04.641727,Spain
INV-101649,61692,Coffee Maker,-3,149.57,2025-08-22 09:52:29.641727,France
INV-101650,43430,Formal Shirt,1,35.95,2025-05-13 22:54:19.641727,Canada
INV-101651,60249,T-Shirt,6,12.57,2025-11-27 04:40:14.641727,Italy
INV-101652,76190,Formal Shirt,7,42.91,2025-06-10 22:18:13.641727,United Kingdom
INV-101653,11347,Casual Sneakers,3,76.67,2025-12-17 21:21:19.641727,United States
INV-101654,68143,Sports Watch,4,148.62,2025-01-26 18:27:19.641727,France
INV-101655,87510,Jeans,6,91.78,2024-08-05 08:44:09.641727,Canada
INV-101656,75375,Formal Shirt,4,48.99,2025-08-16 19:21:28.641727,Italy
INV-101657,65796,Backpack,5,61.78,2026-03-15 01:58:57.641727,France
INV-101658,18148,Jeans,4,33.48,2025-02-18 00:28:01.641727,Canada
INV-101659,77021,Running Shoes,2,131.25,2025-11-27 06:30:55.641727,Germany
INV-101660,77559,Casual Sneakers,6,97.76,2026-01-08 04:36:42.641727,United Kingdom
INV-101661,54452,Smartphone,2,1135.33,2025-07-22 22:11:27.641727,Australia
INV-101662,62438,Wireless Mouse,2,33.85,2025-11-06 13:45:10.641727,France
INV-101663,65655,Formal Shirt,5,66.92,2025-05-23 16:13:17.641727,Canada
INV-101664,20901,Sunglasses,5,46.94,2025-11-16 04:04:40.641727,Germany
INV-101665,33172,Backpack,7,59.68,2024-12-09 02:33:11.641727,Netherlands
INV-101666,81306,Backpack,5,84.74,2025-04-26 17:20:18.641727,United States
INV-101667,97637,Formal Shirt,1,57.5,2024-06-03 11:37:52.641727,Germany
INV-101668,34308,Running Shoes,6,143.89,2024-08-29 00:29:18.641727,United Kingdom
INV-101669,46064,Backpack,3,81.07,2025-06-04 10:31:10.641727,Italy
INV-101670,92375,T-Shirt,-3,32.99,2025-09-18 12:20:41.641727,United States
INV-101671,24609,Bluetooth Headphones,5,61.03,2024-04-29 10:09:58.641727,United States
INV-101672,33506,Wireless Mouse,2,22.38,2024-05-27 23:58:36.641727,United States
INV-101673,15032,Casual Sneakers,3,97.3,2024-04-12 08:02:47.641727,Germany
INV-101674,31129,Wireless Mouse,4,64.76,2025-04-20 12:23:15.641727,Netherlands
INV-101675,67254,Sports Watch,1,261.36,2024-12-08 09:49:38.641727,Spain
INV-101676,41339,Laptop,6,1161.81,2024-05-16 08:40:05.641727,Spain
INV-101677,98503,Jeans,4,62.61,2025-11-08 00:35:37.641727,Germany
INV-101678,,Backpack,7,22.64,2025-04-28 10:22:12.641727,Germany
INV-101679,90620,Jacket,4,88.35,2024-04-15 00:10:49.641727,United Kingdom
INV-101680,75372,Wireless Mouse,5,19.89,2025-08-21 09:49:52.641727,France
INV-101681,73188,Coffee Maker,6,34.19,2026-02-02 00:50:22.641727,Australia
INV-101682,55869,Wireless Mouse,2,50.28,2025-02-07 16:49:40.641727,Germany
INV-101683,99152,T-Shirt,7,16.79,2026-03-01 22:18:28.641727,India
INV-101684,18582,Casual Sneakers,2,61.01,2025-02-06 00:37:05.641727,United Kingdom
INV-101685,75053,Formal Shirt,7,50.73,2024-06-03 05:12:46.641727,Italy
INV-101686,,Jacket,5,111.75,2024-07-06 07:49:22.641727,Spain
INV-101687,40532,Jacket,4,122.88,2024-05-26 13:40:01.641727,Spain
INV-101688,33005,Bluetooth Headphones,2,74.44,2024-11-14 00:52:47.641727,Spain
INV-101689,64109,Jeans,4,25.28,2025-01-13 14:58:12.641727,United Kingdom
INV-101690,80848,Wireless Mouse,4,48.48,2025-02-26 00:09:01.641727,Italy
INV-101691,17178,Sunglasses,7,26.62,2025-03-24 13:15:56.641727,France
INV-101692,64148,Formal Shirt,6,33.15,2025-12-29 02:05:00.641727,France
INV-101693,29951,Wireless Mouse,4,22.09,2024-04-16 03:49:59.641727,United Kingdom
INV-101694,16929,Smartphone,3,564.8,2026-01-23 05:04:57.641727,United Kingdom
INV-101695,47578,Jacket,3,85.63,2024-09-29 02:24:35.641727,India
INV-101696,62313,Casual Sneakers,3,77.96,2026-03-04 19:11:53.641727,United States
INV-101697,28163,Coffee Maker,1,66.49,2024-07-15 08:09:23.641727,Germany
INV-101698,45081,Sports Watch,1,102.65,2024-06-19 21:05:40.641727,United Kingdom
INV-101699,95814,Laptop,6,2241.13,2024-07-05 09:10:00.641727,Netherlands
INV-101700,41207,Sunglasses,2,47.09,2024-11-09 22:05:17.641727,Italy
INV-101701,99602,Desk Lamp,3,23.43,2026-02-24 00:09:44.641727,India
INV-101702,85079,T-Shirt,5,22.08,2025-03-11 14:42:32.641727,France
INV-101703,43383,Smartphone,5,367.11,2024-08-06 07:30:48.641727,United States
INV-101704,61912,Jacket,3,183.69,2025-07-20 03:49:35.641727,United Kingdom
INV-101705,73829,Desk Lamp,6,21.51,2025-04-13 12:59:56.641727,United States
INV-101706,51817,Running Shoes,2,113.08,2025-09-02 17:30:15.641727,Netherlands
INV-101707,46698,Jeans,4,91.07,2025-10-01 00:19:05.641727,India
INV-101708,39675,Backpack,1,29.45,2025-11-02 11:28:48.641727,United Kingdom
INV-101709,22555,T-Shirt,4,13.44,2024-07-27 02:50:47.641727,Germany
INV-101710,12243,Wireless Mouse,1,43.82,2025-04-04 16:11:01.641727,Spain
INV-101711,40323,Jeans,7,93.59,2025-07-12 01:36:11.641727,Netherlands
INV-101712,81615,Desk Lamp,5,39.99,2025-05-18 23:49:51.641727,Spain
INV-101713,31003,Backpack,2,64.7,2026-03-18 15:54:14.641727,Germany
INV-101714,26177,T-Shirt,5,12.11,2026-03-09 21:40:23.641727,United States
INV-101715,39526,Wireless Mouse,3,45.99,2025-11-21 08:38:28.641727,Germany
INV-101716,63899,T-Shirt,4,14.82,2024-09-29 21:46:12.641727,Germany
INV-101717,29351,Bluetooth Headphones,2,111.66,2025-04-28 18:47:06.641727,Spain
INV-101718,29835,Smartphone,4,334.23,2025-11-15 10:20:43.641727,United Kingdom
INV-101719,20110,Coffee Maker,1,108.75,2024-10-20 12:34:59.641727,France
INV-101720,39898,Running Shoes,2,84.68,2025-09-09 07:31:36.641727,India
INV-101721,29568,Formal Shirt,5,60.9,2024-10-06 14:22:59.641727,France
INV-101722,84807,Laptop,4,1995.34,2024-07-18 22:50:55.641727,United States
INV-101723,91517,Bluetooth Headphones,3,141.02,2024-09-29 20:13:45.641727,India
INV-101724,43345,Jacket,1,218.78,2026-02-13 00:36:33.641727,United States
INV-101725,17669,Running Shoes,3,112.42,2026-04-04 07:17:29.641727,Italy
INV-101726,17870,T-Shirt,7,26.11,2025-12-23 02:18:52.641727,United Kingdom
INV-101727,39227,Backpack,5,19.33,2024-10-22 17:08:40.641727,Australia
INV-101728,51711,Running Shoes,1,168.14,2025-10-28 17:23:46.641727,United Kingdom
INV-101729,57559,Jeans,7,68.1,2024-09-14 00:17:39.641727,Germany
INV-101730,37371,Sports Watch,3,235.9,2024-07-09 05:32:52.641727,India
INV-101731,41905,Running Shoes,5,109.29,2024-10-13 13:40:17.641727,Netherlands
INV-101732,,Wireless Mouse,1,52.17,2024-07-18 15:30:08.641727,United States
INV-101733,56584,Formal Shirt,3,70.01,2025-07-19 06:02:32.641727,United Kingdom
INV-101734,72720,Backpack,6,76.17,2025-08-19 10:06:42.641727,United Kingdom
INV-101735,13907,Wireless Mouse,3,39.06,2024-05-03 17:06:40.641727,United States
INV-101736,53083,Backpack,2,44.72,2024-06-24 23:50:43.641727,France
INV-101737,68370,Formal Shirt,1,76.73,2025-03-23 09:52:49.641727,Germany
INV-101738,70529,Jacket,7,161.47,2024-06-29 09:45:50.641727,India
INV-101739,60712,Wireless Mouse,6,40.81,2025-12-03 06:44:30.641727,Italy
INV-101740,57262,Formal Shirt,1,55.9,2025-01-24 21:22:15.641727,India
INV-101741,71286,Formal Shirt,7,57.79,2025-02-03 01:06:18.641727,France
INV-101742,44053,Running Shoes,6,144.13,2024-04-11 14:41:43.641727,Germany
INV-101743,61052,Sports Watch,3,284.68,2025-09-01 18:36:48.641727,France
INV-101744,38751,Laptop,5,2250.71,2025-09-16 08:51:50.641727,United States
INV-101745,49410,Smartphone,2,1066.73,2025-10-11 20:10:31.641727,United States
INV-101746,21167,Wireless Mouse,2,35.44,2025-05-07 00:54:04.641727,Canada
INV-101747,41512,Jacket,6,86.97,2024-10-21 10:59:16.641727,Spain
INV-101748,22787,Jacket,2,152.26,2024-06-03 18:05:08.641727,United States
INV-101749,30378,Jeans,3,68.45,2024-11-24 01:00:55.641727,Germany
INV-101750,47751,Smartphone,3,747.21,2025-05-09 12:02:40.641727,United States
INV-101751,55005,Formal Shirt,2,73.43,2024-07-01 19:30:15.641727,France
INV-101752,94778,Backpack,-2,24.7,2024-05-17 04:05:39.641727,United States
INV-101753,12344,Coffee Maker,5,73.11,2024-09-13 01:34:45.641727,Australia
INV-101754,90869,T-Shirt,7,31.38,2024-05-29 07:04:13.641727,France
INV-101755,39541,Bluetooth Headphones,4,152.43,2024-04-18 01:28:28.641727,Germany
INV-101756,75174,Casual Sneakers,2,85.46,2025-03-28 01:50:32.641727,Italy
INV-101757,71007,Desk Lamp,2,-28.98,2025-10-03 14:49:29.641727,Australia
INV-101758,97375,Sunglasses,3,59.13,2025-04-07 13:22:41.641727,Canada
INV-101759,19784,Sunglasses,7,62.9,2024-06-13 07:16:27.641727,France
INV-101760,97045,T-Shirt,2,22.03,2024-12-11 03:39:47.641727,United States
INV-101761,15660,Casual Sneakers,5,71.06,2024-05-03 15:13:10.641727,Spain
INV-101762,88956,Formal Shirt,1,38.76,2025-07-05 13:54:38.641727,Canada
INV-101763,68695,Running Shoes,7,136.95,2024-09-24 20:51:54.641727,India
INV-101764,53371,Casual Sneakers,5,104.07,2025-01-15 10:59:38.641727,Germany
INV-101765,45799,Running Shoes,4,137.76,2026-01-26 03:36:19.641727,Spain
INV-101766,18423,Desk Lamp,3,39.51,2025-06-10 04:01:26.641727,United States
INV-101767,82163,Running Shoes,3,-97.06,2025-10-18 00:24:40.641727,United Kingdom
INV-101768,75514,Casual Sneakers,2,78.4,2024-12-19 00:42:24.641727,United States
INV-101769,94357,Coffee Maker,5,172.68,2026-02-16 02:07:48.641727,United Kingdom
