InvoiceID,CustomerID,Product,Quantity,Price,InvoiceDate,Country,TotalAmount
INV-101017,62987.0,Backpack,1,45.98,2025-09-27 11:39:24.641727,United Kingdom,45.98
INV-101018,89994.0,Running Shoes,1,80.51,2026-03-09 12:20:29.641727,India,80.51
INV-101019,61781.0,Jeans,2,87.38,2025-01-28 16:32:22.641727,India,174.76
INV-101020,78430.0,Backpack,5,49.91,2025-05-31 07:26:23.641727,Spain,249.54999999999998
INV-101021,80774.0,Wireless Mouse,2,44.21,2025-03-31 05:04:22.641727,United Kingdom,88.42
INV-101022,10881.0,Desk Lamp,4,24.41,2025-04-13 21:28:54.641727,United States,97.64
INV-101023,23359.0,Jacket,1,77.28,2024-06-01 22:18:49.641727,United States,77.28
INV-101024,80200.0,Smartphone,2,313.99,2026-03-29 02:04:52.641727,Canada,627.98
INV-101025,26143.0,T-Shirt,1,17.92,2025-05-07 10:41:48.641727,France,17.92
INV-101026,28551.0,Sports Watch,6,254.97,2024-09-22 06:19:27.641727,Canada,1529.82
INV-101027,77688.0,T-Shirt,4,14.6,2025-05-31 15:37:38.641727,United States,58.4
INV-101028,28405.0,Wireless Mouse,2,30.53,2025-01-23 04:19:45.641727,Australia,61.06
INV-101029,23455.0,Jeans,4,25.44,2025-11-28 16:25:43.641727,Germany,101.76
INV-101030,11213.0,Bluetooth Headphones,7,78.89,2025-10-14 09:38:04.641727,Germany,552.23
INV-101031,52249.0,Laptop,6,738.34,2025-01-11 15:45:30.641727,Germany,4430.04
INV-101032,67312.0,Jacket,7,80.54,2025-09-10 05:59:48.641727,Netherlands,563.7800000000001
INV-101033,75847.0,Sunglasses,3,15.47,2024-05-01 20:05:17.641727,Australia,46.410000000000004
INV-101034,91501.0,Jeans,3,73.75,2026-03-14 09:04:11.641727,Germany,221.25
INV-101035,68611.0,Smartphone,3,1134.72,2025-04-15 15:27:47.641727,India,3404.16
INV-101036,78078.0,T-Shirt,3,24.78,2025-07-29 07:49:00.641727,Germany,74.34
INV-101037,28954.0,Jeans,7,31.73,2025-07-22 14:39:06.641727,United States,222.11
INV-101038,40639.0,Jeans,1,94.28,2024-11-22 05:53:55.641727,United States,94.28
INV-101039,37356.0,Casual Sneakers,6,137.68,2025-08-24 07:29:27.641727,United Kingdom,826.08
INV-101040,15853.0,Running Shoes,7,113.53,2025-01-22 23:20:13.641727,Canada,794.71
INV-101041,97206.0,Smartphone,6,352.48,2025-08-17 13:23:01.641727,United Kingdom,2114.88
INV-101042,31713.0,Smartphone,5,934.7,2024-06-12 04:14:42.641727,United States,4673.5
INV-101043,50379.0,Smartphone,6,1163.39,2024-07-23 06:28:08.641727,United States,6980.34
INV-101044,42124.0,Running Shoes,1,152.34,2026-02-11 00:03:13.641727,Italy,152.34
INV-101045,14001.0,T-Shirt,6,24.85,2025-09-26 21:06:17.641727,India,149.10000000000002
INV-101046,91300.0,Formal Shirt,4,56.65,2024-07-10 14:44:18.641727,Canada,226.6
INV-101047,29762.0,Wireless Mouse,7,63.83,2024-09-10 17:23:16.641727,United States,446.81
INV-101048,19037.0,Backpack,1,23.26,2025-05-11 01:12:14.641727,Germany,23.26
INV-101049,40818.0,Formal Shirt,7,28.97,2024-04-11 23:18:42.641727,United States,202.79
INV-101050,22939.0,Smartphone,5,1039.27,2025-01-25 16:55:02.641727,India,5196.35
INV-101051,99953.0,Casual Sneakers,1,58.79,2024-12-02 01:55:33.641727,United Kingdom,58.79
INV-101052,27009.0,T-Shirt,4,18.35,2024-07-14 16:04:20.641727,India,73.4
INV-101053,37241.0,Casual Sneakers,1,71.74,2024-11-12 13:46:12.641727,Canada,71.74
INV-101054,34407.0,T-Shirt,1,14.57,2024-11-07 13:41:56.641727,Italy,14.57
INV-101055,12375.0,Smartphone,4,274.44,2024-05-26 16:26:18.641727,Canada,1097.76
INV-101056,11160.0,Sunglasses,6,74.46,2025-07-14 04:36:13.641727,United States,446.76
INV-101057,56162.0,Formal Shirt,1,44.07,2024-10-23 12:58:55.641727,United States,44.07
INV-101058,30944.0,Bluetooth Headphones,2,103.95,2024-04-30 12:00:03.641727,Germany,207.9
INV-101059,17524.0,Laptop,3,1109.02,2024-04-23 19:44:00.641727,United Kingdom,3327.06
INV-101060,36223.0,Sports Watch,4,428.34,2026-03-13 20:36:40.641727,Italy,1713.36
INV-101061,34665.0,Bluetooth Headphones,1,108.92,2024-07-03 00:41:31.641727,Germany,108.92
INV-101062,48166.0,Formal Shirt,5,77.67,2026-01-31 07:49:47.641727,Australia,388.35
INV-101063,99313.0,Smartphone,4,582.51,2024-08-07 07:49:53.641727,Australia,2330.04
INV-101064,37619.0,T-Shirt,7,8.06,2024-06-08 10:41:31.641727,United Kingdom,56.42
INV-101065,73416.0,Desk Lamp,3,62.53,2025-05-10 21:51:12.641727,United States,187.59
INV-101066,79162.0,Jeans,4,82.92,2026-01-01 14:01:43.641727,Germany,331.68
INV-101067,14559.0,Laptop,1,617.41,2024-05-29 22:42:50.641727,United Kingdom,617.41
INV-101068,55118.0,Running Shoes,7,133.17,2024-12-03 13:02:32.641727,Spain,932.1899999999999
INV-101069,50381.0,Jeans,6,71.27,2025-10-09 04:03:25.641727,Italy,427.62
INV-101070,55692.0,Backpack,3,28.49,2024-05-26 23:09:09.641727,Italy,85.47
INV-101071,25447.0,Bluetooth Headphones,4,104.07,2024-08-09 11:09:17.641727,Germany,416.28
INV-101072,51855.0,Jeans,7,42.02,2024-11-17 03:34:17.641727,Canada,294.14000000000004
INV-101073,21064.0,Sports Watch,3,86.09,2025-11-17 12:36:27.641727,Netherlands,258.27
INV-101074,95123.0,Backpack,2,80.42,2025-11-19 04:11:01.641727,India,160.84
INV-101075,62835.0,T-Shirt,2,21.28,2025-09-07 13:25:31.641727,Canada,42.56
INV-101076,13106.0,Bluetooth Headphones,5,132.71,2025-08-06 17:50:30.641727,Italy,663.5500000000001
INV-101077,55508.0,Jacket,2,175.66,2024-04-26 18:26:29.641727,United Kingdom,351.32
INV-101078,93369.0,Smartphone,1,1194.02,2024-09-28 20:02:20.641727,Canada,1194.02
INV-101079,76857.0,T-Shirt,2,19.82,2026-02-09 12:38:45.641727,United States,39.64
INV-101080,34565.0,Formal Shirt,7,45.65,2025-09-14 16:26:47.641727,Germany,319.55
INV-101081,90306.0,Sunglasses,7,44.58,2024-09-30 15:26:00.641727,Germany,312.06
INV-101082,26696.0,Sunglasses,7,80.64,2025-09-06 09:30:02.641727,United States,564.48
INV-101083,32201.0,Backpack,2,53.0,2025-09-18 10:04:19.641727,United Kingdom,106.0
INV-101084,23949.0,Desk Lamp,4,59.54,2025-10-01 23:24:20.641727,United Kingdom,238.16
INV-101085,93068.0,Wireless Mouse,4,30.9,2026-03-24 03:52:41.641727,Canada,123.6
INV-101086,74521.0,Wireless Mouse,4,18.93,2025-05-07 08:46:46.641727,Spain,75.72
INV-101087,56618.0,Wireless Mouse,1,57.71,2024-05-21 08:23:34.641727,India,57.71
INV-101088,70111.0,Jacket,5,192.49,2025-11-26 12:24:09.641727,Canada,962.45
INV-101089,33294.0,Jeans,1,49.57,2024-04-18 14:42:14.641727,Germany,49.57
INV-101090,16359.0,Formal Shirt,2,61.42,2025-07-19 21:08:26.641727,Canada,122.84
INV-101091,86119.0,Smartphone,3,717.78,2025-11-10 01:34:56.641727,Netherlands,2153.34
INV-101093,13197.0,Formal Shirt,7,43.41,2025-11-10 17:52:58.641727,India,303.87
INV-101095,60355.0,Jeans,4,29.05,2025-07-29 00:23:23.641727,United Kingdom,116.2
INV-101096,13872.0,Formal Shirt,4,30.49,2024-11-30 00:53:30.641727,Canada,121.96
INV-101097,74945.0,Coffee Maker,4,147.26,2024-09-02 02:40:47.641727,United Kingdom,589.04
INV-101098,95080.0,Backpack,2,45.47,2025-09-04 08:40:58.641727,India,90.94
INV-101099,35197.0,Casual Sneakers,7,48.34,2024-07-31 06:56:04.641727,Netherlands,338.38
INV-101100,36491.0,Running Shoes,7,75.95,2025-08-13 12:46:55.641727,United Kingdom,531.65
INV-101101,87713.0,T-Shirt,2,19.11,2024-08-09 11:32:51.641727,Canada,38.22
INV-101102,42056.0,Coffee Maker,1,137.69,2024-12-08 21:39:43.641727,France,137.69
INV-101103,31625.0,Coffee Maker,2,84.52,2025-04-12 10:45:09.641727,United Kingdom,169.04
INV-101104,17584.0,Casual Sneakers,5,115.79,2024-08-03 17:10:20.641727,Canada,578.95
INV-101105,85587.0,Wireless Mouse,1,57.48,2025-11-08 16:36:33.641727,Canada,57.48
INV-101106,93330.0,Casual Sneakers,1,77.41,2025-08-28 00:08:25.641727,Germany,77.41
INV-101107,17068.0,Jeans,5,81.03,2024-04-19 14:31:20.641727,Italy,405.15
INV-101108,82264.0,Desk Lamp,2,25.23,2025-12-18 11:21:49.641727,United Kingdom,50.46
INV-101109,24393.0,Formal Shirt,1,44.92,2025-09-12 23:30:16.641727,United States,44.92
INV-101110,22497.0,Casual Sneakers,1,54.27,2025-12-10 14:17:14.641727,Spain,54.27
INV-101111,44288.0,Jeans,5,28.68,2025-06-20 22:09:04.641727,United States,143.4
INV-101112,49301.0,Bluetooth Headphones,3,43.07,2025-07-09 00:50:22.641727,Germany,129.21
INV-101113,86864.0,Sports Watch,2,118.76,2025-01-12 16:17:35.641727,India,237.52
INV-101114,72976.0,Desk Lamp,5,65.64,2024-09-20 16:39:00.641727,Canada,328.2
INV-101115,23012.0,Running Shoes,2,122.96,2024-09-26 12:46:02.641727,France,245.92
INV-101116,62566.0,Casual Sneakers,4,135.0,2024-11-24 12:28:24.641727,Netherlands,540.0
INV-101117,88788.0,Coffee Maker,4,110.7,2024-11-06 01:50:14.641727,Australia,442.8
INV-101118,69588.0,T-Shirt,5,24.98,2025-10-10 13:33:06.641727,Australia,124.9
INV-101119,30675.0,Backpack,5,31.28,2025-04-25 10:52:35.641727,United Kingdom,156.4
INV-101120,21594.0,Smartphone,5,763.55,2025-02-01 14:38:08.641727,Germany,3817.75
INV-101121,50725.0,Casual Sneakers,2,81.6,2025-09-19 03:03:58.641727,United Kingdom,163.2
INV-101122,52496.0,Coffee Maker,1,169.72,2025-09-24 09:49:46.641727,United Kingdom,169.72
INV-101123,41745.0,Casual Sneakers,4,133.72,2026-02-19 04:13:31.641727,United States,534.88
INV-101124,19833.0,Jeans,1,38.89,2024-11-19 14:02:18.641727,Netherlands,38.89
INV-101125,20631.0,Bluetooth Headphones,4,112.52,2024-10-02 07:36:12.641727,Canada,450.08
INV-101127,94986.0,Laptop,6,1625.07,2024-08-02 08:50:40.641727,Germany,9750.42
INV-101128,63813.0,Smartphone,5,368.11,2025-06-22 05:37:14.641727,Germany,1840.5500000000002
INV-101129,49435.0,Desk Lamp,7,55.28,2025-11-19 09:58:55.641727,United Kingdom,386.96000000000004
INV-101130,93814.0,Desk Lamp,4,63.55,2025-06-20 08:31:45.641727,United Kingdom,254.2
INV-101131,72129.0,Jacket,4,115.24,2026-04-01 15:45:39.641727,United Kingdom,460.96
INV-101132,74611.0,Running Shoes,2,119.32,2025-07-09 19:13:57.641727,India,238.64
INV-101133,61773.0,Laptop,5,732.66,2026-01-11 23:35:10.641727,United Kingdom,3663.2999999999997
INV-101134,78658.0,Desk Lamp,6,71.05,2024-10-20 11:05:13.641727,Italy,426.29999999999995
INV-101135,55153.0,T-Shirt,3,10.96,2024-11-30 03:28:50.641727,United States,32.88
INV-101136,65985.0,Jeans,1,39.59,2025-11-20 18:26:15.641727,France,39.59
INV-101137,65491.0,Jeans,1,45.89,2025-08-03 03:49:48.641727,Australia,45.89
INV-101138,77737.0,Running Shoes,5,158.22,2025-03-29 12:53:37.641727,India,791.1
INV-101139,90849.0,Smartphone,5,915.62,2026-03-06 09:05:37.641727,United States,4578.1
INV-101140,36483.0,T-Shirt,1,8.19,2025-10-16 05:30:39.641727,India,8.19
INV-101141,72937.0,Wireless Mouse,1,21.73,2024-11-09 07:50:54.641727,United States,21.73
INV-101142,12849.0,Coffee Maker,5,142.52,2025-06-27 18:49:55.641727,Canada,712.6
INV-101143,57922.0,Coffee Maker,3,90.58,2025-01-21 19:05:47.641727,United Kingdom,271.74
INV-101144,90883.0,Jeans,3,26.83,2025-02-05 10:02:07.641727,France,80.49
INV-101145,68066.0,T-Shirt,2,34.03,2025-11-16 08:42:41.641727,Italy,68.06
INV-101146,34092.0,Wireless Mouse,6,20.02,2025-08-16 19:32:13.641727,Canada,120.12
INV-101148,42196.0,Jacket,1,99.73,2025-06-01 10:04:40.641727,United States,99.73
INV-101149,48980.0,Backpack,1,71.1,2025-07-24 00:15:22.641727,Australia,71.1
INV-101150,30528.0,Casual Sneakers,4,118.79,2025-04-15 12:08:01.641727,United States,475.16
INV-101151,66228.0,Backpack,5,46.6,2024-11-12 16:11:32.641727,United States,233.0
INV-101152,27850.0,Running Shoes,2,137.31,2025-07-25 03:15:18.641727,United Kingdom,274.62
INV-101153,49920.0,Casual Sneakers,2,131.36,2026-02-28 11:48:22.641727,United States,262.72
INV-101155,78184.0,Running Shoes,4,106.86,2025-06-21 19:17:39.641727,Spain,427.44
INV-101156,47291.0,Running Shoes,1,110.18,2026-02-01 04:14:56.641727,United Kingdom,110.18
INV-101157,97201.0,Running Shoes,5,165.86,2025-01-25 01:16:54.641727,Netherlands,829.3000000000001
INV-101158,11255.0,Jeans,1,27.41,2024-12-08 07:06:43.641727,United Kingdom,27.41
INV-101159,96386.0,Wireless Mouse,2,13.21,2024-10-05 10:36:30.641727,Spain,26.42
INV-101160,41691.0,Running Shoes,5,80.72,2024-09-18 17:05:43.641727,United States,403.6
INV-101161,83865.0,Smartphone,2,1036.24,2025-01-18 04:36:27.641727,United States,2072.48
INV-101162,95275.0,Coffee Maker,1,52.98,2025-10-23 02:20:48.641727,Spain,52.98
INV-101165,77439.0,Backpack,4,31.27,2026-04-06 19:22:21.641727,United States,125.08
INV-101166,31577.0,Coffee Maker,6,75.47,2026-04-04 14:21:30.641727,India,452.82
INV-101167,26024.0,Jacket,7,134.71,2024-09-20 07:54:46.641727,Netherlands,942.97
INV-101168,40929.0,Coffee Maker,6,64.22,2025-02-08 15:30:14.641727,Australia,385.32
INV-101169,53111.0,Running Shoes,3,179.05,2025-01-27 06:29:48.641727,United Kingdom,537.1500000000001
INV-101170,76858.0,Jeans,6,36.44,2024-11-10 05:20:03.641727,United Kingdom,218.64
INV-101171,33157.0,Wireless Mouse,1,57.05,2024-07-28 06:25:09.641727,United Kingdom,57.05
INV-101172,60829.0,Formal Shirt,3,48.21,2024-05-22 23:51:17.641727,Canada,144.63
INV-101173,10314.0,Wireless Mouse,2,18.84,2025-06-29 18:05:35.641727,United Kingdom,37.68
INV-101174,12783.0,Jacket,4,78.96,2024-05-08 04:53:02.641727,United Kingdom,315.84
INV-101176,86525.0,Jeans,6,49.75,2024-06-16 03:20:14.641727,India,298.5
INV-101177,87745.0,T-Shirt,7,14.33,2024-07-29 09:20:22.641727,France,100.31
INV-101178,39584.0,Formal Shirt,1,77.54,2024-04-11 08:38:59.641727,Italy,77.54
INV-101179,56232.0,Formal Shirt,6,47.8,2025-01-23 02:24:42.641727,United Kingdom,286.79999999999995
INV-101180,70722.0,Wireless Mouse,6,61.23,2024-12-02 11:05:28.641727,India,367.38
INV-101181,32873.0,Casual Sneakers,4,60.58,2024-12-06 05:41:03.641727,United Kingdom,242.32
INV-101182,76999.0,Running Shoes,1,77.93,2024-11-20 07:38:08.641727,United States,77.93
INV-101183,72367.0,Casual Sneakers,1,101.62,2026-02-21 15:27:08.641727,Germany,101.62
INV-101184,46653.0,Casual Sneakers,7,70.64,2025-02-15 15:40:55.641727,United States,494.48
INV-101185,49131.0,Coffee Maker,3,57.74,2025-11-19 10:16:09.641727,Spain,173.22
INV-101186,37661.0,Jeans,5,31.63,2024-09-24 17:17:03.641727,Spain,158.15
INV-101187,82300.0,Desk Lamp,7,22.35,2025-03-26 09:32:18.641727,United States,156.45000000000002
INV-101188,98820.0,Casual Sneakers,4,116.55,2024-05-23 11:41:59.641727,United Kingdom,466.2
INV-101189,99955.0,Smartphone,2,518.05,2024-10-13 11:09:42.641727,United Kingdom,1036.1
INV-101190,79424.0,Jeans,4,93.49,2024-05-29 15:14:31.641727,United Kingdom,373.96
INV-101191,41417.0,Jeans,2,37.82,2024-04-22 19:11:26.641727,Australia,75.64
INV-101192,80296.0,Backpack,2,43.52,2024-08-18 15:40:45.641727,Netherlands,87.04
INV-101193,31996.0,Desk Lamp,6,39.37,2024-08-01 17:28:12.641727,United Kingdom,236.21999999999997
INV-101194,90690.0,Backpack,3,54.01,2024-11-24 19:07:23.641727,United Kingdom,162.03
INV-101195,34064.0,Formal Shirt,5,72.24,2025-10-02 12:37:09.641727,Canada,361.2
INV-101196,46257.0,Formal Shirt,6,70.09,2024-07-24 17:17:43.641727,Canada,420.54
INV-101197,18401.0,Smartphone,4,259.46,2025-06-27 11:25:49.641727,India,1037.84
INV-101198,17322.0,T-Shirt,4,19.05,2024-12-30 05:20:20.641727,United Kingdom,76.2
INV-101199,45463.0,Wireless Mouse,2,55.88,2025-01-26 16:35:04.641727,France,111.76
INV-101200,59517.0,Bluetooth Headphones,4,35.02,2026-02-09 21:46:18.641727,United Kingdom,140.08
INV-101201,11568.0,Bluetooth Headphones,6,101.7,2025-03-13 01:11:09.641727,Canada,610.2
INV-101202,86154.0,Coffee Maker,2,68.92,2024-10-15 15:45:34.641727,Germany,137.84
INV-101203,20295.0,Laptop,2,1325.54,2024-09-28 11:11:57.641727,Spain,2651.08
INV-101204,99855.0,Running Shoes,5,107.54,2024-08-08 14:49:50.641727,United Kingdom,537.7
INV-101205,34452.0,Running Shoes,7,103.97,2025-11-14 03:38:30.641727,Canada,727.79
INV-101206,44109.0,Bluetooth Headphones,3,146.49,2025-08-05 23:21:16.641727,United States,439.47
INV-101207,24387.0,Jacket,6,145.83,2024-10-20 03:11:49.641727,Canada,874.98
INV-101208,84197.0,Formal Shirt,2,74.22,2025-04-01 00:42:37.641727,United Kingdom,148.44
INV-101210,17069.0,Wireless Mouse,7,30.61,2024-05-12 04:21:54.641727,United Kingdom,214.26999999999998
INV-101211,19504.0,Coffee Maker,4,104.03,2026-01-31 00:34:44.641727,Spain,416.12
INV-101212,64820.0,Bluetooth Headphones,4,83.73,2025-11-03 18:51:32.641727,Canada,334.92
INV-101213,87938.0,Jeans,2,83.0,2025-05-03 12:58:48.641727,Germany,166.0
INV-101214,19883.0,T-Shirt,4,13.07,2025-09-11 21:17:00.641727,United States,52.28
INV-101215,29900.0,Jacket,5,209.83,2024-06-26 08:40:19.641727,United States,1049.15
INV-101216,59080.0,T-Shirt,7,23.67,2026-03-22 02:44:31.641727,United States,165.69
INV-101217,19773.0,Bluetooth Headphones,2,111.47,2025-07-19 03:49:49.641727,Netherlands,222.94
INV-101218,37409.0,Smartphone,3,740.96,2026-02-21 15:36:24.641727,United Kingdom,2222.88
INV-101219,10909.0,Running Shoes,5,124.31,2025-12-29 13:45:32.641727,United Kingdom,621.55
INV-101221,74367.0,Formal Shirt,2,59.3,2024-11-04 04:17:38.641727,United States,118.6
INV-101222,47077.0,Backpack,5,33.42,2025-08-21 11:34:04.641727,United Kingdom,167.10000000000002
INV-101223,33095.0,Smartphone,7,803.32,2025-04-16 15:07:05.641727,Italy,5623.240000000001
INV-101224,48192.0,Casual Sneakers,5,78.69,2025-01-31 15:02:03.641727,United Kingdom,393.45
INV-101225,55854.0,Backpack,3,63.87,2025-09-08 23:58:39.641727,India,191.60999999999999
INV-101226,24914.0,Jeans,2,63.35,2026-01-16 06:25:11.641727,Italy,126.7
INV-101227,20045.0,Jacket,3,88.75,2024-08-10 19:03:21.641727,Germany,266.25
INV-101228,26363.0,Sports Watch,1,351.85,2025-05-16 05:41:07.641727,Australia,351.85
INV-101229,98675.0,Running Shoes,2,112.13,2025-10-27 22:48:57.641727,Netherlands,224.26
INV-101230,75064.0,Formal Shirt,4,53.09,2024-12-01 08:08:02.641727,Netherlands,212.36
INV-101231,21284.0,Bluetooth Headphones,1,119.08,2024-12-13 06:39:43.641727,United States,119.08
INV-101232,37122.0,Formal Shirt,1,59.17,2024-04-14 14:45:56.641727,Spain,59.17
INV-101233,47072.0,Smartphone,5,961.48,2024-11-29 13:11:47.641727,United Kingdom,4807.4
INV-101234,26308.0,Formal Shirt,1,32.41,2025-06-09 19:04:28.641727,France,32.41
INV-101235,86647.0,Running Shoes,1,68.8,2026-03-17 21:26:54.641727,United Kingdom,68.8
INV-101236,94651.0,Formal Shirt,5,60.15,2025-04-26 06:04:35.641727,Germany,300.75
INV-101237,32039.0,Jeans,7,41.52,2024-11-05 23:21:03.641727,Netherlands,290.64000000000004
INV-101239,34027.0,Casual Sneakers,1,57.47,2024-08-22 17:03:33.641727,United States,57.47
INV-101240,62427.0,Backpack,2,40.52,2024-08-22 04:47:44.641727,Canada,81.04
INV-101241,82764.0,T-Shirt,6,34.78,2025-04-23 05:04:31.641727,United States,208.68
INV-101242,40558.0,T-Shirt,6,12.25,2025-11-23 22:18:17.641727,United Kingdom,73.5
INV-101243,34600.0,Running Shoes,3,92.32,2024-09-09 18:42:26.641727,United States,276.96
INV-101244,32397.0,T-Shirt,7,32.86,2024-04-18 20:14:36.641727,India,230.01999999999998
INV-101245,10258.0,Formal Shirt,7,77.8,2025-09-17 22:45:26.641727,Spain,544.6
INV-101246,11261.0,Bluetooth Headphones,6,63.61,2025-06-10 10:12:18.641727,Netherlands,381.65999999999997
INV-101247,48511.0,Formal Shirt,6,72.83,2025-08-21 08:17:27.641727,Canada,436.98
INV-101248,65579.0,Backpack,6,28.0,2025-01-22 09:19:43.641727,Spain,168.0
INV-101249,11128.0,Sunglasses,2,94.96,2024-07-03 03:35:42.641727,Canada,189.92
INV-101250,28025.0,Running Shoes,5,56.63,2024-12-05 16:42:51.641727,Spain,283.15000000000003
INV-101251,91880.0,Casual Sneakers,7,83.63,2025-03-16 14:34:41.641727,Australia,585.41
INV-101252,99105.0,Casual Sneakers,2,68.5,2025-02-17 23:49:12.641727,Netherlands,137.0
INV-101253,67762.0,Bluetooth Headphones,1,123.0,2026-01-16 16:40:42.641727,United States,123.0
INV-101254,56950.0,Casual Sneakers,3,46.53,2024-09-17 21:47:51.641727,United Kingdom,139.59
INV-101256,43343.0,Wireless Mouse,7,48.93,2024-08-19 14:05:31.641727,France,342.51
INV-101257,28142.0,Coffee Maker,4,37.01,2025-05-29 06:59:36.641727,India,148.04
INV-101258,43834.0,Jacket,5,203.58,2025-11-16 09:56:50.641727,Italy,1017.9000000000001
INV-101259,72994.0,Desk Lamp,7,38.59,2026-01-12 09:47:17.641727,Canada,270.13
INV-101260,69635.0,Running Shoes,6,75.66,2024-09-20 22:48:00.641727,Spain,453.96
INV-101261,70952.0,Jeans,6,40.78,2025-02-15 10:17:14.641727,Australia,244.68
INV-101262,64784.0,T-Shirt,7,17.15,2025-09-27 16:13:26.641727,Italy,120.04999999999998
INV-101263,15441.0,Sports Watch,5,153.4,2024-05-11 03:57:10.641727,United States,767.0
INV-101264,66381.0,Bluetooth Headphones,2,98.82,2025-09-08 23:30:41.641727,France,197.64
INV-101265,89275.0,Coffee Maker,6,124.94,2024-07-14 18:49:29.641727,Germany,749.64
INV-101266,68399.0,Casual Sneakers,3,86.18,2024-05-02 01:39:00.641727,United Kingdom,258.54
INV-101267,62146.0,Desk Lamp,3,42.34,2024-06-29 05:34:41.641727,United States,127.02000000000001
INV-101268,30155.0,Jacket,5,185.07,2026-01-10 20:51:48.641727,United States,925.3499999999999
INV-101269,81321.0,Jacket,3,108.16,2025-08-17 17:44:22.641727,United Kingdom,324.48
INV-101270,50640.0,Desk Lamp,1,53.5,2025-11-04 21:58:35.641727,United States,53.5
INV-101271,33662.0,Jeans,7,87.5,2025-08-24 11:12:42.641727,India,612.5
INV-101272,54085.0,Jeans,4,40.51,2025-11-09 19:34:22.641727,United States,162.04
INV-101273,20984.0,Bluetooth Headphones,5,112.49,2025-04-05 04:00:54.641727,Canada,562.4499999999999
INV-101274,93374.0,Casual Sneakers,6,135.06,2025-11-19 09:30:07.641727,United Kingdom,810.36
INV-101275,73219.0,T-Shirt,5,22.3,2024-05-19 00:01:30.641727,India,111.5
INV-101276,39389.0,Formal Shirt,5,78.61,2025-06-06 22:48:26.641727,Italy,393.05
INV-101277,81448.0,Casual Sneakers,6,74.45,2025-10-10 21:15:50.641727,Australia,446.70000000000005
INV-101278,14875.0,Backpack,3,58.63,2026-04-02 20:30:27.641727,France,175.89000000000001
INV-101280,68623.0,T-Shirt,6,8.1,2024-08-16 11:13:12.641727,United States,48.599999999999994
INV-101281,12132.0,Jeans,2,94.81,2025-09-15 10:31:00.641727,Germany,189.62
INV-101282,73784.0,Jeans,2,41.8,2024-05-30 11:48:00.641727,Italy,83.6
INV-101283,83642.0,Smartphone,7,1174.45,2025-10-26 14:31:32.641727,United Kingdom,8221.15
INV-101284,63471.0,Sunglasses,7,83.57,2025-09-03 17:29:19.641727,United Kingdom,584.99
INV-101285,28548.0,Sports Watch,7,414.46,2025-08-25 03:51:36.641727,Australia,2901.22
INV-101287,40512.0,T-Shirt,7,23.33,2024-07-04 10:45:19.641727,Italy,163.31
INV-101288,76229.0,Jeans,7,94.98,2025-06-25 16:43:14.641727,United Kingdom,664.86
INV-101289,66540.0,Bluetooth Headphones,6,130.92,2024-12-28 12:22:27.641727,United States,785.52
INV-101290,18406.0,Jeans,4,61.67,2025-01-18 15:05:13.641727,United States,246.68
INV-101291,18995.0,Smartphone,4,872.2,2024-08-22 17:30:42.641727,France,3488.8
INV-101292,11364.0,Bluetooth Headphones,4,59.28,2024-12-07 03:49:04.641727,Canada,237.12
INV-101293,16479.0,T-Shirt,1,8.3,2025-12-06 00:23:17.641727,Australia,8.3
INV-101294,36968.0,T-Shirt,4,14.93,2026-01-19 18:11:26.641727,United States,59.72
INV-101295,12313.0,T-Shirt,2,19.74,2024-12-18 10:33:16.641727,United States,39.48
INV-101296,94461.0,Running Shoes,2,83.51,2024-07-20 09:04:34.641727,Canada,167.02
INV-101297,92496.0,Casual Sneakers,1,93.83,2024-05-02 10:05:12.641727,United Kingdom,93.83
INV-101298,25534.0,Laptop,4,1815.89,2024-08-23 15:30:12.641727,United Kingdom,7263.56
INV-101299,38024.0,Jeans,1,70.91,2024-04-14 19:11:42.641727,Germany,70.91
INV-101300,76796.0,Formal Shirt,6,73.63,2025-08-08 05:02:47.641727,Canada,441.78
INV-101301,69458.0,Bluetooth Headphones,7,155.79,2025-07-20 20:46:30.641727,United States,1090.53
INV-101302,62345.0,Wireless Mouse,6,59.21,2025-10-30 23:38:40.641727,United Kingdom,355.26
INV-101303,99030.0,Formal Shirt,3,57.21,2024-12-06 09:44:08.641727,India,171.63
INV-101304,66680.0,Coffee Maker,2,60.86,2025-12-06 04:52:21.641727,India,121.72
INV-101305,70249.0,Sunglasses,4,114.06,2024-08-09 12:43:27.641727,Spain,456.24
INV-101306,55187.0,Bluetooth Headphones,5,56.86,2024-09-23 10:13:03.641727,Spain,284.3
INV-101307,57258.0,Smartphone,1,393.86,2026-02-05 08:19:03.641727,India,393.86
INV-101308,36192.0,Running Shoes,6,94.7,2026-01-11 15:06:06.641727,Spain,568.2
INV-101309,56882.0,Sports Watch,4,292.23,2025-06-18 19:24:34.641727,Canada,1168.92
INV-101310,92634.0,Jeans,6,72.7,2025-06-26 15:48:07.641727,Germany,436.20000000000005
INV-101311,43922.0,Sunglasses,1,16.4,2025-09-01 03:45:25.641727,United States,16.4
INV-101312,21989.0,Bluetooth Headphones,3,132.25,2025-11-29 15:15:41.641727,Canada,396.75
INV-101313,63979.0,Running Shoes,4,76.88,2024-09-23 12:46:57.641727,Spain,307.52
INV-101314,80666.0,Running Shoes,1,92.06,2024-05-27 16:58:44.641727,United States,92.06
